"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Nepal","NPL","2017","15.460","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Nepal","NPL","2014","9.760","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Netherlands","NLD","2017","5.050","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Netherlands","NLD","2014","2.280","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","New Zealand","NZL","2017","9.410","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","New Zealand","NZL","2014","10.050","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Nicaragua","NIC","2017","19.470","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Nicaragua","NIC","2014","14.040","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Niger","NER","2017","11.390","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Niger","NER","2014","17.900","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Nigeria","NGA","2017","25.210","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Nigeria","NGA","2014","30.770","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","North Macedonia","MKD","2017","5.030","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","North Macedonia","MKD","2014","2.450","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Norway","NOR","2017","7.350","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Norway","NOR","2014","5.400","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Pakistan","PAK","2017","3.490","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Pakistan","PAK","2014","4.300","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Panama","PAN","2017","12.850","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Panama","PAN","2014","10.050","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Paraguay","PRY","2017","8.760","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Peru","PER","2017","10.160","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Peru","PER","2014","12.020","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Philippines","PHL","2017","24.670","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Philippines","PHL","2014","20.810","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Poland","POL","2017","6.930","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Poland","POL","2014","5.610","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Portugal","PRT","2017","11.060","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Portugal","PRT","2014","5.130","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Puerto Rico","PRI","2014","3.110","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Romania","ROU","2017","9.610","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Romania","ROU","2014","2.150","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Russian Federation","RUS","2017","4.630","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Russian Federation","RUS","2014","2.340","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Rwanda","RWA","2017","16.500","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Rwanda","RWA","2014","18.030","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Saudi Arabia","SAU","2017","10.750","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Saudi Arabia","SAU","2014","4.440","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Senegal","SEN","2017","13.760","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Senegal","SEN","2014","17.110","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Serbia","SRB","2017","10.890","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Serbia","SRB","2014","2.790","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Sierra Leone","SLE","2017","16.030","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Sierra Leone","SLE","2014","23.450","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Singapore","SGP","2017","7.560","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Singapore","SGP","2014","8.610","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Slovak Republic","SVK","2017","14.980","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Slovak Republic","SVK","2014","3.970","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Slovenia","SVN","2017","14.720","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Slovenia","SVN","2014","6.020","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Somalia","SOM","2014","11.710","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","South Africa","ZAF","2017","10.770","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","South Africa","ZAF","2014","9.320","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","South Sudan","SSD","2017","11.360","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Spain","ESP","2017","15.360","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Spain","ESP","2014","11.170","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Sri Lanka","LKA","2017","5.940","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Sri Lanka","LKA","2014","4.820","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Sudan","SDN","2014","5.890","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Sweden","SWE","2017","4.560","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Sweden","SWE","2014","3.710","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Switzerland","CHE","2017","8.930","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Switzerland","CHE","2014","2.720","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Tajikistan","TJK","2017","11.510","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Tajikistan","TJK","2014","2.030","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Tanzania","TZA","2017","20.800","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Tanzania","TZA","2014","27.740","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Thailand","THA","2017","22.870","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Thailand","THA","2014","15.920","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Togo","TGO","2017","16.300","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Togo","TGO","2014","7.300","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Trinidad and Tobago","TTO","2017","18.800","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Tunisia","TUN","2017","6.570","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Tunisia","TUN","2014","4.470","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Turkiye","TUR","2017","11.580","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Turkiye","TUR","2014","3.460","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Turkmenistan","TKM","2017","14.220","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Uganda","UGA","2017","27.150","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Uganda","UGA","2014","32.570","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Ukraine","UKR","2017","6.150","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Ukraine","UKR","2014","1.740","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","United Arab Emirates","ARE","2017","13.470","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","United Arab Emirates","ARE","2014","12.330","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","United Kingdom","GBR","2017","8.210","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","United Kingdom","GBR","2014","7.230","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","United States","USA","2017","11.380","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","United States","USA","2014","6.630","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Uruguay","URY","2017","7.130","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Uruguay","URY","2014","4.280","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Uzbekistan","UZB","2017","4.310","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Uzbekistan","UZB","2014","3.570","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Venezuela, RB","VEN","2017","10.650","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Venezuela, RB","VEN","2014","5.910","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Viet Nam","VNM","2017","21.050","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Viet Nam","VNM","2014","12.680","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","West Bank and Gaza","PSE","2017","2.370","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","West Bank and Gaza","PSE","2014","2.360","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Yemen, Rep.","YEM","2014","3.440","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Zambia","ZMB","2017","28.180","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Zambia","ZMB","2014","29.710","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Zimbabwe","ZWE","2017","18.700","female"
"Saved to start, operate, or expand a farm or business, female (% age 15+)","fin15.t.d.2017.1","Zimbabwe","ZWE","2014","13.870","female"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Arab World","ARB","2017","10.780","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Arab World","ARB","2014","12.690","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","East Asia & Pacific","EAS","2017","20.400","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","East Asia & Pacific","EAS","2014","23.930","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","East Asia & Pacific (excluding high income)","EAP","2017","19.940","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","East Asia & Pacific (excluding high income)","EAP","2014","25.160","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Euro area","EMU","2017","12.050","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Euro area","EMU","2014","11.160","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Europe & Central Asia","ECS","2017","10.910","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Europe & Central Asia","ECS","2014","9.180","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Europe & Central Asia (excluding high income)","ECA","2017","9.540","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Europe & Central Asia (excluding high income)","ECA","2014","6.550","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","High income","HIC","2017","17.200","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","High income","HIC","2014","12.220","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Latin America & Caribbean","LCN","2017","17.290","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Latin America & Caribbean","LCN","2014","12.830","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Latin America & Caribbean (excluding high income)","LAC","2017","17.160","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Latin America & Caribbean (excluding high income)","LAC","2014","13.100","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Low & middle income","LMY","2017","16.840","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Low & middle income","LMY","2014","18.150","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Low income","LIC","2017","22.650","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Low income","LIC","2014","21.160","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Lower middle income","LMC","2017","15.880","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Lower middle income","LMC","2014","15.170","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Middle East & North Africa","MEA","2017","12.270","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Middle East & North Africa (excluding high income)","MNA","2017","11.200","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Middle income","MIC","2017","16.490","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Middle income","MIC","2014","17.960","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","North America","NAC","2017","19.260","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","North America","NAC","2014","12.090","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","OECD members","OED","2017","17.250","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","OECD members","OED","2014","11.650","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","South Asia","SAS","2017","12.050","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","South Asia","SAS","2014","10.950","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Sub-Saharan Africa","SSF","2017","26.320","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Sub-Saharan Africa","SSF","2014","25.550","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Sub-Saharan Africa (excluding high income)","SSA","2017","26.320","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Sub-Saharan Africa (excluding high income)","SSA","2014","25.550","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Upper middle income","UMC","2017","17.190","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Upper middle income","UMC","2014","20.810","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","World","WLD","2017","16.910","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","World","WLD","2014","17.070","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Afghanistan","AFG","2017","11.530","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Afghanistan","AFG","2014","14.580","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Albania","ALB","2017","8.300","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Albania","ALB","2014","10.860","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Algeria","DZA","2017","19.150","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Algeria","DZA","2014","15.990","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Angola","AGO","2014","14.380","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Argentina","ARG","2017","14.640","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Argentina","ARG","2014","5.990","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Armenia","ARM","2017","11.690","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Armenia","ARM","2014","5.330","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Australia","AUS","2017","11.540","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Australia","AUS","2014","13.980","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Austria","AUT","2017","10.380","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Austria","AUT","2014","18.410","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Azerbaijan","AZE","2017","7.810","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Azerbaijan","AZE","2014","14.860","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Bahrain","BHR","2017","18.180","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Bahrain","BHR","2014","24.220","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Bangladesh","BGD","2017","8.510","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Bangladesh","BGD","2014","5.600","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Belarus","BLR","2017","5.650","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Belarus","BLR","2014","8.740","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Belgium","BEL","2017","11.160","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Belgium","BEL","2014","8.220","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Belize","BLZ","2014","13.910","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Benin","BEN","2017","24.710","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Benin","BEN","2014","17.210","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Bhutan","BTN","2014","8.830","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Bolivia","BOL","2017","26.000","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Bolivia","BOL","2014","28.730","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Bosnia and Herzegovina","BIH","2017","8.660","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Bosnia and Herzegovina","BIH","2014","3.270","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Botswana","BWA","2017","14.950","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Botswana","BWA","2014","18.520","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Brazil","BRA","2017","16.440","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Brazil","BRA","2014","9.410","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Bulgaria","BGR","2017","9.520","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Bulgaria","BGR","2014","7.980","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Burkina Faso","BFA","2017","26.800","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Burkina Faso","BFA","2014","15.690","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Burundi","BDI","2014","7.470","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Cambodia","KHM","2017","25.250","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Cambodia","KHM","2014","26.730","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Cameroon","CMR","2017","27.270","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Cameroon","CMR","2014","17.330","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Canada","CAN","2017","15.940","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Canada","CAN","2014","9.520","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Central African Republic","CAF","2017","16.490","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Chad","TCD","2017","15.450","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Chad","TCD","2014","26.650","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Chile","CHL","2017","21.240","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Chile","CHL","2014","7.170","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","China","CHN","2017","18.240","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","China","CHN","2014","26.280","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Colombia","COL","2017","19.200","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Colombia","COL","2014","16.510","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Congo, Dem. Rep.","COD","2017","15.060","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Congo, Dem. Rep.","COD","2014","27.970","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Congo, Rep.","COG","2017","16.150","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Congo, Rep.","COG","2014","19.690","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Costa Rica","CRI","2017","18.770","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Costa Rica","CRI","2014","20.290","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Cote d'Ivoire","CIV","2017","20.190","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Cote d'Ivoire","CIV","2014","25.690","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Croatia","HRV","2017","12.160","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Croatia","HRV","2014","5.980","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Cyprus","CYP","2017","9.550","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Cyprus","CYP","2014","6.350","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Czechia","CZE","2017","20.060","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Czechia","CZE","2014","10.110","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Denmark","DNK","2017","14.690","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Denmark","DNK","2014","4.830","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Dominican Republic","DOM","2017","25.690","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Dominican Republic","DOM","2014","16.260","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Ecuador","ECU","2017","15.790","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Ecuador","ECU","2014","10.640","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Egypt, Arab Rep.","EGY","2017","6.870","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Egypt, Arab Rep.","EGY","2014","4.200","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","El Salvador","SLV","2017","14.810","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","El Salvador","SLV","2014","17.390","male"
"Saved to start, operate, or expand a farm or business, male (% age 15+)","fin15.t.d.2017.2","Estonia","EST","2017","21.770","male"
